assembly_name	original_file_name	taxid	organism_name	strain	num_SCG_hits	uniq_SCG_hits	perc_comp	perc_redund
GCF_003295735.1_ASM329573v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003295735.1_ASM329573v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	26	74	74	100.00	0.00
GCF_003295705.1_ASM329570v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003295705.1_ASM329570v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	AH1	74	74	100.00	0.00
GCF_003295645.1_ASM329564v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003295645.1_ASM329564v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	AH8	74	74	100.00	0.00
GCF_003295795.1_ASM329579v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003295795.1_ASM329579v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	LYG48	74	74	100.00	0.00
GCF_003295775.1_ASM329577v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003295775.1_ASM329577v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	LYG51	74	74	100.00	0.00
GCF_003295825.1_ASM329582v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003295825.1_ASM329582v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	LYG03-07	66	66	89.19	0.00
GCF_003295805.1_ASM329580v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003295805.1_ASM329580v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	LYG46	74	74	100.00	0.00
GCF_003295855.1_ASM329585v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003295855.1_ASM329585v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	LYG03-02	67	67	90.54	0.00
GCF_003295845.1_ASM329584v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003295845.1_ASM329584v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	LYG03-11	69	69	93.24	0.00
GCF_003295915.1_ASM329591v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003295915.1_ASM329591v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	LN3	74	74	100.00	0.00
GCF_003295925.1_ASM329592v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003295925.1_ASM329592v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	LN1	74	74	100.00	0.00
GCF_003295965.1_ASM329596v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003295965.1_ASM329596v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	LN01	74	74	100.00	0.00
GCF_003295955.1_ASM329595v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003295955.1_ASM329595v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	LN02	74	74	100.00	0.00
GCF_003296015.1_ASM329601v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003296015.1_ASM329601v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	JX21	74	74	100.00	0.00
GCF_003296065.1_ASM329606v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003296065.1_ASM329606v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	JS65	74	74	100.00	0.00
GCF_003296115.1_ASM329611v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003296115.1_ASM329611v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	JP03	74	74	100.00	0.00
GCF_003296245.1_ASM329624v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003296245.1_ASM329624v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	JL4	74	74	100.00	0.00
GCF_003296105.1_ASM329610v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003296105.1_ASM329610v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	JP04	74	74	100.00	0.00
GCF_003295975.1_ASM329597v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003295975.1_ASM329597v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	KSI-3	70	70	94.59	0.00
GCF_003296135.1_ASM329613v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003296135.1_ASM329613v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	JNXO	68	68	91.89	0.00
GCF_003296305.1_ASM329630v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003296305.1_ASM329630v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	JL3	74	74	100.00	0.00
GCF_003296255.1_ASM329625v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003296255.1_ASM329625v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	JL21	74	74	100.00	0.00
GCF_003296405.1_ASM329640v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003296405.1_ASM329640v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	JL22	74	74	100.00	0.00
GCF_003296415.1_ASM329641v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003296415.1_ASM329641v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	JL17	74	74	100.00	0.00
GCF_003296465.1_ASM329646v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003296465.1_ASM329646v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	JL12	74	74	100.00	0.00
GCF_003296505.1_ASM329650v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003296505.1_ASM329650v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	JL1-2003	74	74	100.00	0.00
GCF_003296495.1_ASM329649v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003296495.1_ASM329649v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	JL13	74	74	100.00	0.00
GCF_003296515.1_ASM329651v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003296515.1_ASM329651v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	JL11	74	74	100.00	0.00
GCF_003296555.1_ASM329655v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003296555.1_ASM329655v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	HuN38	69	69	93.24	0.00
GCF_003296565.1_ASM329656v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003296565.1_ASM329656v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	JL1	74	74	100.00	0.00
GCF_003296615.1_ASM329661v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003296615.1_ASM329661v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	HuN36	73	73	98.65	0.00
GCF_003296575.1_ASM329657v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003296575.1_ASM329657v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	HuN33	72	72	97.30	0.00
GCF_003296695.1_ASM329669v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003296695.1_ASM329669v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	HUB14	74	74	100.00	0.00
GCF_003296625.1_ASM329662v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003296625.1_ASM329662v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	HuN32	73	73	98.65	0.00
GCF_003296655.1_ASM329665v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003296655.1_ASM329665v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	HUN14	68	68	91.89	0.00
GCF_003296765.1_ASM329676v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003296765.1_ASM329676v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	HLJ-85-72	74	74	100.00	0.00
GCF_003296675.1_ASM329667v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003296675.1_ASM329667v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	HUN17	69	69	93.24	0.00
GCF_003296805.1_ASM329680v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003296805.1_ASM329680v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	HEN11	74	74	100.00	0.00
GCF_003296775.1_ASM329677v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003296775.1_ASM329677v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	HLJ85-69	68	68	91.89	0.00
GCF_003296845.1_ASM329684v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003296845.1_ASM329684v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	HeN03-16	72	72	97.30	0.00
GCF_003296915.1_ASM329691v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003296915.1_ASM329691v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	HeN03-01	74	74	100.00	0.00
GCF_003296865.1_ASM329686v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003296865.1_ASM329686v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	HeN03-11	71	71	95.95	0.00
GCF_003297035.1_ASM329703v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003297035.1_ASM329703v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	HaN1	74	74	100.00	0.00
GCF_003296855.1_ASM329685v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003296855.1_ASM329685v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	HEN08	70	70	94.59	0.00
GCF_003296935.1_ASM329693v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003296935.1_ASM329693v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	HeN03-03	74	74	100.00	0.00
GCF_003297025.1_ASM329702v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003297025.1_ASM329702v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	HB8417	70	70	94.59	0.00
GCF_003296925.1_ASM329692v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003296925.1_ASM329692v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	HeN03-04	74	74	100.00	0.00
GCF_003297095.1_ASM329709v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003297095.1_ASM329709v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	GX5	74	74	100.00	0.00
GCF_003297085.1_ASM329708v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003297085.1_ASM329708v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	GX56	74	74	100.00	0.00
GCF_003297135.1_ASM329713v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003297135.1_ASM329713v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	GX49	70	70	94.59	0.00
GCF_003297145.1_ASM329714v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003297145.1_ASM329714v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	GX4	74	74	100.00	0.00
GCF_003297175.1_ASM329717v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003297175.1_ASM329717v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	GX23	66	66	89.19	0.00
GCF_003297275.1_ASM329727v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003297275.1_ASM329727v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	GD411	74	74	100.00	0.00
GCF_003297375.1_ASM329737v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003297375.1_ASM329737v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	GD405	74	74	100.00	0.00
GCF_003297285.1_ASM329728v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003297285.1_ASM329728v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	GD408	74	74	100.00	0.00
GCF_003297195.1_ASM329719v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003297195.1_ASM329719v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	GX1	74	74	100.00	0.00
GCF_003297235.1_ASM329723v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003297235.1_ASM329723v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	GD417	74	74	100.00	0.00
GCF_003297245.1_ASM329724v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003297245.1_ASM329724v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	GD415	66	66	89.19	0.00
GCF_003297395.1_ASM329739v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003297395.1_ASM329739v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	GD404	74	74	100.00	0.00
GCF_003297475.1_ASM329747v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003297475.1_ASM329747v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	GD38	68	68	91.89	0.00
GCF_003297625.1_ASM329762v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003297625.1_ASM329762v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	FJ24	74	74	100.00	0.00
GCF_003297605.1_ASM329760v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003297605.1_ASM329760v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	G8	67	67	90.54	0.00
GCF_003297505.1_ASM329750v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003297505.1_ASM329750v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	GD33	74	74	100.00	0.00
GCF_003297685.1_ASM329768v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003297685.1_ASM329768v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	FJ21	74	74	100.00	0.00
GCF_003297765.1_ASM329776v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003297765.1_ASM329776v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	FJ16	74	74	100.00	0.00
GCF_003297745.1_ASM329774v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003297745.1_ASM329774v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	FJ17	74	74	100.00	0.00
GCF_003297785.1_ASM329778v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003297785.1_ASM329778v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	DBX0024	74	74	100.00	0.00
GCF_003297775.1_ASM329777v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003297775.1_ASM329777v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	DBX004	74	74	100.00	0.00
GCF_003297895.1_ASM329789v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003297895.1_ASM329789v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	DBX0020	74	74	100.00	0.00
GCF_003297905.1_ASM329790v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003297905.1_ASM329790v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	DBX0023	74	74	100.00	0.00
GCF_003297915.1_ASM329791v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003297915.1_ASM329791v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	DBX0019	74	74	100.00	0.00
GCF_003297945.1_ASM329794v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003297945.1_ASM329794v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	DBX0018	74	74	100.00	0.00
GCF_003298055.1_ASM329805v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003298055.1_ASM329805v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	DBX0013	74	74	100.00	0.00
GCF_003298065.1_ASM329806v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003298065.1_ASM329806v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	DBX0017	74	74	100.00	0.00
GCF_003298075.1_ASM329807v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003298075.1_ASM329807v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	DBX0011	74	74	100.00	0.00
GCF_003298095.1_ASM329809v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003298095.1_ASM329809v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	BJ84-3	74	74	100.00	0.00
GCF_003298815.1_ASM329881v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003298815.1_ASM329881v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	ZPY1	69	69	93.24	0.00
GCF_003298455.1_ASM329845v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003298455.1_ASM329845v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	172	74	74	100.00	0.00
GCF_003298245.1_ASM329824v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003298245.1_ASM329824v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	AH11	74	74	100.00	0.00
GCF_003298365.1_ASM329836v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003298365.1_ASM329836v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	296	74	74	100.00	0.00
GCF_003298825.1_ASM329882v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003298825.1_ASM329882v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	ZJ28	74	74	100.00	0.00
GCF_003298965.1_ASM329896v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003298965.1_ASM329896v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	ZJ27	74	74	100.00	0.00
GCF_003298955.1_ASM329895v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003298955.1_ASM329895v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	ZJ26	70	70	94.59	0.00
GCF_003299055.1_ASM329905v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003299055.1_ASM329905v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	ZJ05	74	74	100.00	0.00
GCF_003299275.1_ASM329927v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003299275.1_ASM329927v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	YN16	74	74	100.00	0.00
GCF_003299145.1_ASM329914v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003299145.1_ASM329914v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	YN39	74	74	100.00	0.00
GCF_003299065.1_ASM329906v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003299065.1_ASM329906v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	YN44	69	69	93.24	0.00
GCF_003299075.1_ASM329907v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003299075.1_ASM329907v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	YN5	73	73	98.65	0.00
GCF_003299175.1_ASM329917v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003299175.1_ASM329917v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	YN38	70	70	94.59	0.00
GCF_003299225.1_ASM329922v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003299225.1_ASM329922v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	YN30	71	71	95.95	0.00
GCF_003299365.1_ASM329936v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003299365.1_ASM329936v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	YN15	73	73	98.65	0.00
GCF_003299395.1_ASM329939v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003299395.1_ASM329939v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	YN14	69	69	93.24	0.00
GCF_003299635.1_ASM329963v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003299635.1_ASM329963v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	YN04-5	74	74	100.00	0.00
GCF_003299625.1_ASM329962v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003299625.1_ASM329962v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	YN06	74	73	100.00	1.35
GCF_003299865.1_ASM329986v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003299865.1_ASM329986v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	YN03-10	74	74	100.00	0.00
GCF_003299955.1_ASM329995v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003299955.1_ASM329995v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	YN03-03	74	74	100.00	0.00
GCF_003299665.1_ASM329966v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003299665.1_ASM329966v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	YN03-21	70	70	94.59	0.00
GCF_003299755.1_ASM329975v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003299755.1_ASM329975v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	YN03-14	74	74	100.00	0.00
GCF_003299745.1_ASM329974v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003299745.1_ASM329974v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	YN03-20	74	74	100.00	0.00
GCF_003299885.1_ASM329988v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003299885.1_ASM329988v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	YN03-07	69	69	93.24	0.00
GCF_003300065.1_ASM330006v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003300065.1_ASM330006v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	YN03-02	74	74	100.00	0.00
GCF_003300125.1_ASM330012v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003300125.1_ASM330012v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	XZ44	74	74	100.00	0.00
GCF_003300515.1_ASM330051v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003300515.1_ASM330051v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	OS225	74	74	100.00	0.00
GCF_003300075.1_ASM330007v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003300075.1_ASM330007v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	YC20	74	74	100.00	0.00
GCF_003300585.1_ASM330058v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003300585.1_ASM330058v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	OS221	74	74	100.00	0.00
GCF_003300385.1_ASM330038v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003300385.1_ASM330038v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	OS70	70	70	94.59	0.00
GCF_003300055.1_ASM330005v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003300055.1_ASM330005v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	YC36	74	74	100.00	0.00
GCF_003300215.1_ASM330021v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003300215.1_ASM330021v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	XZ42	74	74	100.00	0.00
GCF_003300225.1_ASM330022v1_genomic	/home/danimstevens/Documents/Mining_MAMPs/Whole_Genomes_v2/genbank/GCF_003300225.1_ASM330022v1_genomic.gbff	64187	Xanthomonas_oryzae_pv_oryzae	XZ39	74	74	100.00	0.00
